Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,z_score
517,Customer Support,Fiverr,Intermediate,Canada,PayPal,21,5425,59.19,68.82,3.79,61,Fixed,39.08,39,0.13926823649356765
518,Customer Support,PeoplePerHour,Beginner,UK,Crypto,213,452,99.75,90.53,3.08,32,Fixed,11.68,154,-1.560594988776444
519,Content Writing,Fiverr,Beginner,Europe,Crypto,45,6617,98.14,99.36,3.95,46,Hourly,33.48,35,0.5467158464919296
520,App Development,Freelancer,Expert,Middle East,PayPal,119,4915,56.12,57.52,4.09,36,Hourly,22.4,380,-0.035059180535932856
521,SEO,Toptal,Expert,Asia,Mobile Banking,104,8196,48.24,79.71,3.46,18,Fixed,16.89,246,1.0864472023538536
522,Data Entry,Freelancer,Intermediate,Asia,Bank Transfer,143,114,48.9,69.04,4.93,74,Fixed,76.97,3,-1.6761296298665835
523,Web Development,Fiverr,Intermediate,Asia,PayPal,298,2287,45.69,98.5,4.82,18,Hourly,51.96,496,-0.933358105935006
524,Data Entry,Upwork,Expert,Canada,Bank Transfer,21,7820,55.48,92.11,4.44,12,Fixed,61.01,373,0.9579234596026925
525,Customer Support,PeoplePerHour,Beginner,Australia,Crypto,296,9191,30.99,91.92,4.07,72,Hourly,32.08,452,1.4265565747937614
526,Digital Marketing,Toptal,Intermediate,Australia,PayPal,78,222,93.04,73.43,4.74,46,Fixed,37.52,280,-1.6392132356721012
527,Graphic Design,Upwork,Intermediate,Asia,Crypto,267,7985,51.57,70.74,3.26,55,Fixed,26.58,350,1.0143235062887075
528,SEO,Upwork,Intermediate,Australia,Bank Transfer,20,2725,84.99,63.67,4.58,38,Hourly,16.79,333,-0.7836416183684938
529,Graphic Design,Freelancer,Beginner,Middle East,Bank Transfer,18,9492,50.15,52.82,3.25,78,Fixed,22.53,413,1.5294439326876432
530,Content Writing,Fiverr,Expert,Asia,PayPal,285,4055,73.24,93.24,4.59,2,Fixed,65.83,430,-0.3290230602327376
531,Graphic Design,Freelancer,Intermediate,USA,PayPal,8,6594,37.0,90.65,3.55,9,Fixed,57.43,248,0.5388540218023639
532,Web Development,Fiverr,Expert,Canada,PayPal,131,8879,64.36,99.99,4.75,5,Hourly,48.29,11,1.3199092137874788
533,Digital Marketing,Freelancer,Expert,Middle East,Crypto,10,998,52.35,99.83,4.89,19,Hourly,43.26,282,-1.3739621070154493
534,Data Entry,Upwork,Beginner,Canada,Bank Transfer,133,1744,39.88,77.77,3.3,71,Fixed,74.57,428,-1.1189655323017094
535,Customer Support,PeoplePerHour,Beginner,Asia,Bank Transfer,236,4807,88.75,88.45,3.93,39,Fixed,15.09,215,-0.07197557473041531
536,Customer Support,Fiverr,Beginner,Middle East,Crypto,199,6332,15.71,97.24,4.96,42,Fixed,29.64,318,0.44929758403426756
537,Digital Marketing,Toptal,Beginner,Asia,PayPal,69,192,51.26,92.48,3.97,17,Fixed,34.5,310,-1.649467789615013
538,SEO,Toptal,Beginner,Middle East,Mobile Banking,107,6051,23.47,62.37,4.73,63,Hourly,64.77,413,0.3532465954356604
539,Graphic Design,Upwork,Beginner,Asia,PayPal,281,6702,86.8,72.53,4.18,46,Hourly,79.48,81,0.5757704159968463
540,SEO,Freelancer,Intermediate,USA,Mobile Banking,162,4631,29.08,56.46,3.75,20,Hourly,26.85,13,-0.13213562452883118
541,Data Entry,Freelancer,Expert,Canada,Mobile Banking,228,5137,65.18,97.7,3.57,70,Fixed,71.2,55,0.04082451864161442
542,SEO,Upwork,Beginner,Middle East,Crypto,293,1510,20.73,80.31,3.41,8,Fixed,68.14,402,-1.1989510530564214
543,Content Writing,Toptal,Intermediate,USA,Bank Transfer,282,3937,43.47,61.43,4.52,19,Hourly,25.73,341,-0.36935763907485736
544,Digital Marketing,Toptal,Expert,UK,Bank Transfer,186,8534,90.44,83.59,3.77,32,Fixed,37.95,281,1.2019818434439933
545,Data Entry,Freelancer,Beginner,Asia,Bank Transfer,8,9885,20.78,80.91,4.02,19,Fixed,38.68,198,1.6637785893397876
546,Data Entry,Fiverr,Beginner,Europe,Bank Transfer,219,887,68.0,67.91,3.98,24,Hourly,78.48,347,-1.411903956604223
547,App Development,PeoplePerHour,Intermediate,Middle East,Crypto,221,9279,24.43,55.68,4.15,24,Fixed,22.66,165,1.4566365996929693
548,Data Entry,Fiverr,Expert,Australia,Mobile Banking,213,5896,44.5,83.58,4.73,56,Hourly,65.94,452,0.3002647333972828
549,App Development,Toptal,Beginner,USA,Bank Transfer,78,8513,56.36,76.02,4.96,81,Fixed,33.39,291,1.194803655683955
550,Web Development,Fiverr,Expert,USA,Mobile Banking,231,2419,59.84,88.62,3.82,18,Fixed,61.16,145,-0.8882380685861941
551,Customer Support,PeoplePerHour,Intermediate,Middle East,Crypto,97,9047,62.24,76.01,4.66,12,Fixed,39.4,440,1.3773347158677849
552,App Development,Fiverr,Beginner,USA,PayPal,69,3224,65.81,92.61,4.53,41,Fixed,50.49,77,-0.6130742044513943
553,Digital Marketing,Fiverr,Expert,UK,Crypto,14,6035,30.82,77.6,4.15,87,Fixed,68.28,111,0.3477774999994408
554,SEO,Fiverr,Intermediate,USA,Bank Transfer,282,932,43.13,78.05,4.91,48,Hourly,66.29,22,-1.3965221256898555
555,App Development,Fiverr,Intermediate,Europe,PayPal,90,9073,8.55,93.83,3.4,82,Hourly,70.65,374,1.3862219959516418
556,Data Entry,Upwork,Beginner,Europe,Crypto,30,3221,78.03,70.17,3.22,64,Fixed,14.17,115,-0.6140996598456855
557,Digital Marketing,Toptal,Expert,Asia,Crypto,222,2090,84.52,56.7,4.71,16,Fixed,58.44,141,-1.0006963434934601
558,App Development,PeoplePerHour,Beginner,Asia,Mobile Banking,99,6782,23.93,51.44,3.88,80,Hourly,19.8,479,0.6031158931779445
559,App Development,Toptal,Beginner,Australia,Crypto,248,9836,24.14,87.76,4.69,23,Hourly,39.11,196,1.647029484566365
560,Data Entry,Upwork,Expert,UK,PayPal,111,6422,8.99,81.02,4.79,86,Fixed,48.4,277,0.4800612458630029
561,Content Writing,Upwork,Expert,Europe,Crypto,252,9868,97.19,85.2,3.12,39,Hourly,38.19,27,1.6579676754388044
562,Content Writing,Upwork,Expert,Middle East,Bank Transfer,18,6035,81.68,60.65,4.77,33,Hourly,46.37,298,0.3477774999994408
563,App Development,Upwork,Intermediate,Canada,Mobile Banking,165,7612,39.27,56.82,3.9,24,Hourly,79.76,75,0.8868252189318374
564,Content Writing,Fiverr,Intermediate,Canada,PayPal,75,5950,50.78,50.73,4.02,61,Fixed,19.47,17,0.31872293049452405
565,Graphic Design,Toptal,Expert,Canada,PayPal,156,8015,32.74,67.53,4.25,55,Hourly,57.28,99,1.0245780602316192
566,Data Entry,Freelancer,Intermediate,Asia,Crypto,79,5366,61.74,79.5,4.85,61,Hourly,37.72,478,0.11910094707250778
567,Graphic Design,PeoplePerHour,Beginner,Middle East,Bank Transfer,219,8515,73.14,69.61,3.04,84,Hourly,19.31,460,1.1954872926134823
568,Digital Marketing,Upwork,Expert,USA,Mobile Banking,55,639,47.5,71.87,3.95,40,Hourly,21.11,467,-1.4966749358656273
569,Graphic Design,Toptal,Beginner,Middle East,PayPal,147,8824,87.99,95.21,4.38,58,Fixed,76.45,123,1.3011091982254739
570,Digital Marketing,Upwork,Expert,USA,Mobile Banking,40,5113,54.12,67.41,4.45,72,Hourly,71.57,364,0.032620875487284984
571,App Development,Upwork,Beginner,Canada,Crypto,171,3683,18.7,75.7,4.39,74,Hourly,73.49,291,-0.45617952912484383
572,Digital Marketing,Upwork,Expert,Australia,Bank Transfer,240,2040,64.12,89.18,3.27,1,Hourly,79.41,124,-1.0177872667316463
573,Digital Marketing,Upwork,Beginner,Australia,Crypto,264,6565,48.91,69.83,3.6,85,Fixed,24.58,6,0.5289412863242158
574,SEO,Upwork,Expert,USA,Mobile Banking,196,1308,93.89,81.1,3.72,25,Fixed,34.88,22,-1.2679983829386943
575,Graphic Design,PeoplePerHour,Expert,Canada,Crypto,206,2916,42.23,93.12,4.61,53,Fixed,56.85,161,-0.7183542915986221
576,SEO,Toptal,Intermediate,Middle East,Mobile Banking,266,3788,43.27,97.48,3.56,61,Hourly,43.87,116,-0.4202885903246526
577,App Development,Upwork,Beginner,Australia,PayPal,189,621,66.82,57.35,3.42,46,Hourly,39.29,369,-1.5028276682313744
578,Data Entry,Upwork,Intermediate,USA,PayPal,162,8786,55.06,96.33,4.91,74,Hourly,35.05,351,1.2881200965644524
579,Graphic Design,Upwork,Beginner,Middle East,Crypto,250,4272,40.57,74.61,3.02,60,Fixed,51.56,20,-0.25484845337900897
580,Data Entry,Upwork,Intermediate,Canada,PayPal,114,687,99.03,62.91,5.0,51,Hourly,50.29,251,-1.4802676495569684
581,Data Entry,Fiverr,Expert,UK,Mobile Banking,103,8282,33.71,72.96,4.35,73,Hourly,21.3,325,1.1158435903235342
582,Digital Marketing,Fiverr,Intermediate,Canada,PayPal,245,4932,31.37,99.0,4.66,84,Fixed,43.02,463,-0.029248266634949508
583,Customer Support,Freelancer,Intermediate,Asia,Bank Transfer,206,4442,87.12,74.63,3.59,48,Hourly,48.74,482,-0.19673931436917547
584,Graphic Design,Upwork,Expert,Canada,Bank Transfer,126,9862,5.32,66.44,3.03,84,Hourly,49.92,430,1.655916764650222
585,Data Entry,Freelancer,Intermediate,Middle East,Crypto,121,3722,24.12,81.67,4.48,40,Fixed,24.71,308,-0.44284860899905854
586,Customer Support,PeoplePerHour,Expert,Middle East,Crypto,100,9541,61.09,62.01,4.67,7,Fixed,61.96,83,1.5461930374610657
587,Content Writing,Freelancer,Beginner,Europe,Crypto,238,7307,20.43,53.79,4.48,75,Fixed,11.76,361,0.7825705871789008
588,Data Entry,Toptal,Intermediate,Europe,Crypto,71,4761,98.65,56.44,3.29,85,Fixed,34.84,40,-0.08769922410954673
589,Content Writing,Fiverr,Expert,Middle East,Mobile Banking,222,5693,49.1,56.4,4.51,19,Fixed,64.61,202,0.23087558505024633
590,Graphic Design,Fiverr,Expert,Middle East,Mobile Banking,19,209,61.75,57.6,4.54,15,Hourly,49.47,415,-1.6436568757140295
591,App Development,Upwork,Intermediate,UK,Bank Transfer,277,9973,20.24,56.94,4.32,70,Fixed,28.28,127,1.6938586142389955
592,SEO,Upwork,Beginner,UK,Mobile Banking,223,5988,32.49,82.04,4.53,61,Hourly,58.65,141,0.3317120321555456
593,Graphic Design,PeoplePerHour,Intermediate,Canada,PayPal,278,9974,63.39,59.09,4.69,56,Hourly,49.72,343,1.6942004327037594
594,SEO,PeoplePerHour,Expert,Asia,Bank Transfer,151,630,57.21,67.28,4.23,10,Fixed,65.74,491,-1.4997513020485007
595,SEO,Toptal,Beginner,Australia,Crypto,156,8461,79.51,94.84,3.18,46,Fixed,61.45,102,1.1770290955162412
596,Graphic Design,Upwork,Intermediate,Asia,Crypto,19,7636,30.58,73.7,3.98,80,Hourly,52.71,106,0.8950288620861668
597,Data Entry,Upwork,Expert,UK,Mobile Banking,88,4524,67.09,83.38,3.16,75,Hourly,44.17,478,-0.1687102002585499
598,Web Development,PeoplePerHour,Intermediate,Canada,Bank Transfer,196,9991,32.64,58.62,3.82,57,Hourly,19.32,16,1.7000113466047426
599,Data Entry,PeoplePerHour,Beginner,Asia,Mobile Banking,45,7123,60.74,59.61,3.81,35,Fixed,28.29,24,0.7196759896623751
600,Data Entry,PeoplePerHour,Beginner,USA,Mobile Banking,265,9712,62.48,52.04,3.13,72,Hourly,39.34,63,1.604643994935663
601,App Development,Fiverr,Beginner,Europe,Mobile Banking,140,5109,16.57,58.45,3.7,3,Fixed,51.95,456,0.03125360162823008
602,Digital Marketing,Freelancer,Beginner,Asia,Bank Transfer,282,4378,57.12,63.93,3.22,66,Hourly,45.96,341,-0.21861569611405396
603,Digital Marketing,Freelancer,Beginner,Australia,Crypto,110,1444,6.13,58.85,4.62,53,Hourly,30.17,374,-1.2215110717308273
604,Data Entry,Upwork,Intermediate,Canada,PayPal,11,971,52.62,54.44,4.9,78,Hourly,10.45,236,-1.38319120556407
605,Content Writing,Fiverr,Beginner,Asia,Crypto,34,2823,71.26,56.03,3.14,52,Fixed,44.74,175,-0.7501434088216486
606,App Development,PeoplePerHour,Beginner,Middle East,Bank Transfer,130,4512,11.92,73.04,4.91,53,Fixed,29.99,290,-0.17281202183571462
607,SEO,Upwork,Expert,USA,Crypto,83,4626,94.18,60.32,4.05,54,Hourly,61.42,292,-0.13384471685264981
608,Customer Support,Fiverr,Beginner,Europe,Crypto,71,3484,48.58,68.21,3.6,47,Hourly,11.68,310,-0.5242014036128254
609,Digital Marketing,Toptal,Expert,USA,PayPal,27,6783,94.15,75.17,3.15,3,Hourly,50.94,400,0.6034577116427081
610,Data Entry,Fiverr,Expert,Canada,Crypto,193,9360,15.2,84.52,4.0,65,Fixed,75.9,155,1.4843238953388314
611,App Development,Upwork,Expert,UK,Crypto,78,1915,95.24,51.97,4.59,15,Fixed,22.21,384,-1.0605145748271123
612,Web Development,Freelancer,Intermediate,Europe,Crypto,9,774,15.37,89.97,4.41,84,Fixed,43.02,52,-1.4505294431225242
613,Content Writing,PeoplePerHour,Intermediate,USA,Mobile Banking,86,761,48.84,81.4,3.1,86,Fixed,16.4,72,-1.4549730831644525
614,Graphic Design,Toptal,Expert,UK,Bank Transfer,29,7760,94.11,54.09,3.15,34,Fixed,53.8,182,0.9374143517168689
615,Data Entry,Fiverr,Intermediate,Australia,Bank Transfer,268,5130,27.11,93.68,3.81,50,Hourly,48.54,368,0.038431789388268335
616,App Development,Upwork,Beginner,Canada,PayPal,6,440,8.3,96.04,3.59,33,Hourly,38.52,188,-1.5646968103536087
617,Data Entry,Upwork,Intermediate,Canada,Mobile Banking,282,9312,80.35,53.05,3.46,73,Hourly,46.5,12,1.4679166090301723
618,Customer Support,PeoplePerHour,Beginner,Europe,Mobile Banking,228,4537,61.61,63.84,3.56,3,Fixed,72.76,46,-0.16426656021662145
619,SEO,Upwork,Beginner,USA,Crypto,76,8166,53.82,90.31,4.61,2,Hourly,23.74,447,1.0761926484109419
620,Content Writing,Upwork,Intermediate,Australia,Bank Transfer,72,6797,8.26,87.41,4.86,4,Fixed,11.58,159,0.6082431701494003
621,Digital Marketing,PeoplePerHour,Intermediate,Middle East,PayPal,98,6116,67.06,59.23,3.81,16,Fixed,70.32,283,0.3754647956453026
622,Digital Marketing,Toptal,Expert,Europe,Mobile Banking,23,4544,21.3,60.47,4.81,54,Hourly,50.4,52,-0.16187383096327537
623,Digital Marketing,Freelancer,Intermediate,Middle East,Crypto,132,3622,93.46,68.52,3.64,33,Hourly,72.35,286,-0.47703045547543116
624,Customer Support,Freelancer,Intermediate,Europe,PayPal,86,7819,70.14,74.23,3.95,9,Fixed,51.79,7,0.9575816411379288
625,Graphic Design,Fiverr,Intermediate,USA,Mobile Banking,258,2361,72.17,80.91,3.45,57,Fixed,66.71,71,-0.9080635395424902
626,App Development,Toptal,Beginner,Australia,PayPal,225,6823,27.1,68.45,4.28,40,Hourly,40.08,379,0.6171304502332572
627,Content Writing,Fiverr,Beginner,USA,Mobile Banking,101,6955,88.67,73.13,4.96,52,Fixed,62.49,97,0.6622504875820692
628,Content Writing,Freelancer,Beginner,Canada,PayPal,56,3692,56.08,87.37,4.21,82,Fixed,73.91,86,-0.45310316294197034
629,Digital Marketing,PeoplePerHour,Expert,Middle East,Mobile Banking,179,6388,86.42,51.83,3.72,16,Fixed,50.05,329,0.46843941806103623
630,Digital Marketing,Upwork,Expert,UK,Mobile Banking,186,2659,30.74,62.62,4.3,8,Hourly,22.65,100,-0.8062016370428997
631,SEO,Freelancer,Expert,Asia,PayPal,119,9672,76.77,85.67,3.25,87,Fixed,28.82,495,1.590971256345114
632,Customer Support,Toptal,Beginner,Canada,Mobile Banking,5,6290,59.58,94.76,4.78,60,Fixed,23.91,280,0.43494120851419105
633,Web Development,Freelancer,Intermediate,Canada,Mobile Banking,67,7856,9.6,75.58,4.01,36,Fixed,27.28,370,0.9702289243341866
634,Web Development,Toptal,Expert,Middle East,Mobile Banking,252,807,43.51,76.61,3.9,3,Fixed,31.45,288,-1.4392494337853212
635,Data Entry,Toptal,Expert,Europe,PayPal,235,5136,22.47,55.36,4.17,15,Fixed,48.86,236,0.04048270017685069
636,Data Entry,Toptal,Beginner,Canada,PayPal,230,6270,39.12,72.37,4.25,82,Fixed,51.16,195,0.4281048392189165
637,Content Writing,Fiverr,Expert,Asia,Mobile Banking,23,9981,41.42,76.63,3.14,23,Fixed,39.85,390,1.6965931619571053
638,Content Writing,PeoplePerHour,Intermediate,Australia,Mobile Banking,35,5652,50.12,62.12,4.37,3,Hourly,53.08,96,0.21686102799493354
639,Graphic Design,Freelancer,Beginner,Canada,PayPal,125,9376,62.03,63.46,3.48,30,Hourly,15.71,449,1.489792990775051
640,Graphic Design,PeoplePerHour,Beginner,Australia,Crypto,28,6171,59.24,68.86,4.43,45,Hourly,16.15,367,0.39426481120730755
641,Web Development,Upwork,Intermediate,USA,Mobile Banking,215,9006,8.7,51.0,4.65,17,Fixed,22.03,429,1.3633201588124721
642,Customer Support,Freelancer,Intermediate,Europe,Crypto,165,2775,76.32,66.1,4.61,58,Hourly,46.27,95,-0.7665506951303075
643,Data Entry,PeoplePerHour,Intermediate,Australia,PayPal,259,3418,95.17,60.57,4.11,58,Hourly,24.98,260,-0.5467614222872313
644,Web Development,PeoplePerHour,Expert,Canada,Mobile Banking,63,3547,38.12,66.37,4.04,57,Fixed,29.83,120,-0.5026668403327107
645,Customer Support,Upwork,Intermediate,Europe,Crypto,118,8224,22.08,55.99,3.29,7,Hourly,38.02,365,1.096018119367238
646,Web Development,Toptal,Beginner,Asia,PayPal,164,9914,56.3,94.53,4.55,39,Fixed,66.83,272,1.6736913248179357
647,Data Entry,Freelancer,Intermediate,Europe,Crypto,224,5692,71.97,79.68,3.54,78,Fixed,10.97,331,0.2305337665854826
648,App Development,Freelancer,Beginner,Australia,Bank Transfer,173,8824,69.5,83.96,3.99,58,Fixed,55.46,51,1.3011091982254739
649,Graphic Design,Upwork,Beginner,Australia,PayPal,16,4816,63.15,89.46,3.57,56,Hourly,56.82,395,-0.06889920854754178
650,SEO,Toptal,Expert,UK,Bank Transfer,246,4683,18.89,74.92,3.27,15,Fixed,65.91,317,-0.1143610643611174
651,SEO,Freelancer,Intermediate,UK,PayPal,143,1871,84.5,54.35,4.26,44,Hourly,75.29,162,-1.0755545872767163
652,SEO,Freelancer,Expert,Europe,PayPal,101,1235,45.43,76.86,3.11,12,Fixed,11.41,189,-1.2929511308664463
653,Data Entry,Freelancer,Intermediate,Middle East,Mobile Banking,151,1687,26.04,79.34,4.5,8,Fixed,20.76,276,-1.1384491847932419
654,Digital Marketing,Toptal,Intermediate,Middle East,Bank Transfer,186,7286,13.2,87.27,3.64,80,Hourly,72.03,84,0.7753923994188626
655,Digital Marketing,Upwork,Intermediate,UK,Bank Transfer,61,8430,44.59,71.58,3.0,41,Fixed,42.1,193,1.1664327231085656
656,Digital Marketing,Freelancer,Intermediate,Canada,Bank Transfer,46,1796,63.71,56.38,4.02,34,Hourly,49.52,180,-1.1011909721339956
657,Content Writing,PeoplePerHour,Intermediate,USA,PayPal,203,5847,68.21,64.19,3.09,46,Fixed,56.41,20,0.2835156286238602
658,Graphic Design,Toptal,Beginner,Europe,Bank Transfer,35,8139,96.46,68.15,3.55,88,Fixed,57.53,398,1.0669635498623213
659,Graphic Design,Fiverr,Beginner,USA,Bank Transfer,184,2670,19.55,82.3,4.41,29,Fixed,75.22,202,-0.8024416339304987
660,App Development,Upwork,Intermediate,UK,Mobile Banking,6,7647,98.65,78.54,3.13,16,Fixed,79.79,201,0.8987888651985678
661,App Development,PeoplePerHour,Beginner,Australia,Crypto,292,8052,67.19,67.8,4.68,5,Fixed,60.41,465,1.037225343427877
662,Content Writing,Freelancer,Expert,Asia,Crypto,142,6157,48.15,99.33,3.01,5,Fixed,30.11,150,0.3894793527006154
663,Web Development,Fiverr,Expert,Europe,Bank Transfer,109,9426,89.38,80.29,3.49,30,Fixed,71.58,383,1.5068839140132373
664,Customer Support,Upwork,Expert,UK,Bank Transfer,222,2843,70.98,61.86,4.48,50,Fixed,13.45,158,-0.7433070395263741
665,App Development,Toptal,Intermediate,Canada,Bank Transfer,226,2550,38.13,55.09,3.63,5,Hourly,26.18,309,-0.8434598497021459
666,SEO,Fiverr,Intermediate,Asia,Bank Transfer,109,8411,88.99,57.64,3.2,13,Hourly,72.82,438,1.1599381722780548
667,Digital Marketing,Fiverr,Beginner,Europe,Crypto,131,4975,68.33,62.3,3.72,49,Hourly,27.93,25,-0.01455007265010927
668,SEO,PeoplePerHour,Beginner,Europe,Mobile Banking,269,1130,71.39,58.03,3.54,89,Fixed,25.45,308,-1.3288420696666374
669,Digital Marketing,Upwork,Beginner,Middle East,PayPal,204,9505,90.16,59.33,4.69,50,Hourly,19.67,65,1.5338875727295715
670,SEO,PeoplePerHour,Expert,Australia,Bank Transfer,256,4914,47.6,64.25,3.63,14,Hourly,70.14,422,-0.035400999000696584
671,Web Development,PeoplePerHour,Expert,Europe,Bank Transfer,19,4503,67.41,58.67,4.58,46,Fixed,45.0,262,-0.17588838801858817
672,Customer Support,Freelancer,Expert,Australia,Crypto,230,2298,75.75,94.84,4.78,82,Hourly,57.24,471,-0.929598102822605
673,SEO,Toptal,Expert,UK,Bank Transfer,109,1375,48.12,54.01,3.87,84,Fixed,26.73,166,-1.2450965457995244
674,SEO,Fiverr,Beginner,Canada,Mobile Banking,237,3923,12.93,76.23,4.82,34,Hourly,63.06,287,-0.3741430975815495
675,Data Entry,Upwork,Intermediate,Asia,Mobile Banking,223,1738,78.29,70.52,3.75,71,Hourly,63.2,153,-1.1210164430902918
676,Customer Support,Toptal,Intermediate,Asia,Bank Transfer,281,3035,9.54,99.12,4.93,47,Hourly,31.88,342,-0.6776778942917386
677,SEO,Toptal,Expert,Canada,Crypto,265,2126,73.2,55.6,3.18,60,Hourly,38.75,205,-0.988390878761966
678,Data Entry,Upwork,Intermediate,Europe,Bank Transfer,194,9771,91.53,69.89,4.37,74,Hourly,24.68,412,1.6248112843567228
679,Graphic Design,Toptal,Intermediate,Europe,Bank Transfer,202,1511,37.96,98.47,3.99,79,Fixed,78.36,152,-1.1986092345916577
680,Customer Support,Freelancer,Intermediate,UK,Crypto,281,9644,14.7,93.28,3.78,81,Hourly,55.19,183,1.5814003393317295
681,Content Writing,Toptal,Expert,Middle East,Mobile Banking,43,122,27.12,90.85,4.27,11,Fixed,75.42,158,-1.6733950821484738
682,Customer Support,Freelancer,Beginner,Middle East,PayPal,166,6080,58.42,62.9,4.41,85,Hourly,31.24,193,0.3631593309138085
683,Customer Support,Fiverr,Beginner,Middle East,Bank Transfer,125,4661,94.55,58.54,3.01,50,Fixed,64.73,1,-0.12188107058591938
684,SEO,Fiverr,Intermediate,Australia,Mobile Banking,266,2846,53.67,83.43,3.33,4,Hourly,63.61,214,-0.7422815841320829
685,Graphic Design,PeoplePerHour,Beginner,Middle East,Bank Transfer,220,7767,15.71,96.47,4.43,41,Hourly,58.42,174,0.939807080970215
686,Customer Support,Freelancer,Beginner,Canada,PayPal,53,4566,64.64,77.84,4.33,59,Hourly,77.59,74,-0.1543538247384734
687,App Development,Fiverr,Expert,Asia,Crypto,96,2543,74.62,78.58,4.93,60,Hourly,37.55,284,-0.845852578955492
688,App Development,Toptal,Expert,Asia,Mobile Banking,133,4281,42.36,64.0,4.52,81,Hourly,19.15,126,-0.2517720871961354
689,Data Entry,Upwork,Intermediate,Australia,PayPal,32,3626,73.54,88.47,4.9,62,Fixed,57.02,489,-0.4756631816163763
690,SEO,Upwork,Intermediate,UK,Bank Transfer,152,8150,35.86,59.35,4.41,84,Hourly,61.05,482,1.0707235529747223
691,SEO,Freelancer,Intermediate,Canada,PayPal,69,5778,79.96,66.18,3.6,25,Hourly,50.25,48,0.2599301545551631
692,Customer Support,PeoplePerHour,Expert,Asia,Mobile Banking,222,82,37.4,71.27,3.21,87,Fixed,24.48,456,-1.6870678207390228
693,Web Development,Toptal,Beginner,Canada,Crypto,55,4423,29.33,75.38,4.56,79,Hourly,45.31,31,-0.20323386519968628
694,Graphic Design,Freelancer,Expert,Asia,Bank Transfer,78,3648,88.52,62.12,4.29,33,Hourly,31.85,157,-0.4681431753915743
695,Digital Marketing,Upwork,Expert,USA,Crypto,203,2442,57.1,55.74,3.1,19,Hourly,39.92,14,-0.8803762438966284
696,Digital Marketing,Freelancer,Beginner,UK,Crypto,196,6755,32.09,80.53,3.72,57,Hourly,55.17,317,0.5938867946293238
697,Web Development,Toptal,Beginner,UK,PayPal,193,6840,93.83,64.43,4.91,15,Hourly,62.17,333,0.6229413641342406
698,Data Entry,Fiverr,Intermediate,USA,PayPal,16,2727,70.63,79.06,4.0,41,Fixed,26.26,242,-0.7829579814389663
699,Digital Marketing,Toptal,Beginner,Australia,Mobile Banking,243,1451,25.97,57.72,3.87,69,Hourly,38.37,16,-1.2191183424774814
700,Customer Support,Fiverr,Beginner,Asia,Mobile Banking,85,867,63.39,74.06,3.92,80,Fixed,28.84,21,-1.4187403258994975
701,Digital Marketing,Fiverr,Beginner,Asia,Crypto,274,6253,87.68,76.63,3.42,60,Hourly,23.9,243,0.42229392531793314
702,App Development,Fiverr,Beginner,Asia,Mobile Banking,294,9902,71.13,52.59,3.74,22,Hourly,64.84,413,1.669589503240771
703,App Development,Freelancer,Intermediate,Middle East,Crypto,52,4612,28.25,66.83,3.74,43,Fixed,73.65,80,-0.13863017535934197
704,Content Writing,Upwork,Intermediate,Middle East,Bank Transfer,213,4773,66.64,56.72,3.1,32,Hourly,35.92,143,-0.08359740253238201
705,Graphic Design,Freelancer,Beginner,Middle East,Crypto,39,2488,63.82,53.17,4.54,13,Hourly,62.59,435,-0.864652594517497
706,Data Entry,Upwork,Beginner,Middle East,Mobile Banking,123,6878,82.98,99.5,3.83,38,Fixed,72.79,7,0.6359304657952621
707,SEO,Toptal,Intermediate,Middle East,Mobile Banking,69,1260,21.92,66.12,4.64,26,Hourly,69.23,447,-1.284405669247353
708,Graphic Design,PeoplePerHour,Intermediate,USA,Crypto,246,6691,71.47,90.49,4.7,81,Hourly,22.8,166,0.5720104128844453
709,Data Entry,Toptal,Beginner,UK,PayPal,40,649,7.6,62.73,3.42,5,Fixed,76.94,286,-1.49325675121799
710,Digital Marketing,Freelancer,Expert,Australia,Crypto,256,5530,71.14,84.08,4.31,49,Fixed,36.37,267,0.1751591752937589
711,Content Writing,Freelancer,Intermediate,Canada,Crypto,247,1896,96.24,88.01,3.94,5,Hourly,33.75,288,-1.067009125657623
712,Graphic Design,Upwork,Intermediate,Middle East,PayPal,46,6642,21.57,79.78,4.76,71,Hourly,14.37,185,0.5552613081110227
713,Digital Marketing,Freelancer,Intermediate,USA,Bank Transfer,73,7911,34.57,73.58,3.43,48,Hourly,44.03,11,0.9890289398961917
714,Data Entry,Fiverr,Beginner,Asia,PayPal,111,1937,60.37,70.59,4.36,18,Fixed,17.63,280,-1.0529945686023103
715,Graphic Design,Freelancer,Beginner,Australia,Mobile Banking,43,729,74.58,67.44,4.22,6,Fixed,27.4,421,-1.4659112740368918
716,SEO,Upwork,Intermediate,Australia,PayPal,73,3302,37.72,96.48,3.59,66,Hourly,32.19,303,-0.5864123641998237
717,Graphic Design,Upwork,Beginner,Australia,Mobile Banking,184,1885,68.1,91.53,3.27,77,Hourly,66.62,465,-1.070769128770024
718,Digital Marketing,Fiverr,Beginner,USA,Mobile Banking,16,2227,90.43,98.25,4.3,42,Hourly,71.28,82,-0.9538672138208296
