id,nama,propinsi,kab,jenis,kelas,status_blu,kepemilikan,total_tempat_tidur,total_layanan,total_tenaga_kerja
1904016,RS Bhayangkara Polda Kep. Bangka Belitung,Kepulauan Bangka Belitung,Bangka Tengah,Rumah Sakit Umum,D,Non BLU/BLUD,POLRI,72,20,6
1901043,RS Umum Daerah Dr. (HC) Ir. Soekarno,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,B,BLUD,Pemprop,212,74,767
1901031,RS Bakti Timah Sungailiat,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,110,54,331
1971006,RS Ibu dan Anak Rona,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,24,15,48
1971003,RS Ibu dan Anak Muhaya,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,55,14,72
1971054,RS Tk. IV Batin Tikal,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Umum,D,Non BLU/BLUD,TNI AD,57,2,
1904013,RS Umum Daerah Drs. H. Abu Hanifah,Kepulauan Bangka Belitung,Bangka Tengah,Rumah Sakit Umum,C,BLUD,Pemkab,101,83,412
1905026,RS Umum Daerah Kriopanting Payung,Kepulauan Bangka Belitung,Bangka Selatan,Rumah Sakit Umum,D,BLUD,Pemkab,53,21,135
1905024,RS Umum Daerah Junjung Besaoh,Kepulauan Bangka Belitung,Bangka Selatan,Rumah Sakit Umum,C,BLUD,Pemkab,103,27,384
1901046,RS Umum Daerah Sjafrie Rachman Puding Besar,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,D PRATAMA,BLUD,Pemkab,32,27,73
1971021,RS Umum Daerah Depati Hamzah,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Umum,C,BLUD,Pemkot,111,98,663
1902011,RS Umum Almah,Kepulauan Bangka Belitung,Belitung,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,21,34
1904015,"RS Umum Daerah Dr. Ir. H. Ibnu Saleh, MM",Kepulauan Bangka Belitung,Bangka Tengah,Rumah Sakit Umum,D PRATAMA,BLUD,Pemkab,28,23,
1901020,RS Jiwa Daerah dr. Samsi Jacobalis,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Khusus Jiwa,B,BLUD,Pemprop,149,21,
1971005,RS Ibu dan Anak Dzakirah,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,32,12,28
1904014,RS Siloam Bangka,Kepulauan Bangka Belitung,Bangka Tengah,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,107,73,187
1903002,RS Umum Bakti Timah Muntok,Kepulauan Bangka Belitung,Bangka Barat,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,50,22,71
1971002,RS Primaya Bhakti Wara,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,106,39,93
1902010,RS Umum Daerah dr. H. Marsidi Judono,Kepulauan Bangka Belitung,Belitung,Rumah Sakit Umum,C,BLUD,Pemkab,177,70,617
1901044,RS Umum Daerah DR. Eko Maulana Ali,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,D,Non BLU/BLUD,Pemkab,50,26,154
1903013,RS Umum Daerah Sejiran Setason,Kepulauan Bangka Belitung,Bangka Barat,Rumah Sakit Umum,C,BLUD,Pemkab,130,30,532
1902042,RS Umum Arsani,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,105,35,79
1902012,RS Utama,Kepulauan Bangka Belitung,Belitung,Rumah Sakit Umum,D,Non BLU/BLUD,Perorangan,66,23,145
1971004,RS Kalbu Intan Medika,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,101,44,58
1906014,RS Umum Daerah  Muhammad Zein,Kepulauan Bangka Belitung,Belitung Timur,Rumah Sakit Umum,C,BLUD,Pemkab,104,35,472
1903005,RS Gunung Manik,Kepulauan Bangka Belitung,Bangka Barat,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,67,6,13
1901016,RS Umum Daerah Depati Bahrin,Kepulauan Bangka Belitung,Bangka,Rumah Sakit Umum,C,BLUD,Pemkab,163,56,645
2171062,RS Keluarga Husada Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,127,33,42
2071114,RS Umum Daerah Embung Fatimah Kota Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,B,BLUD,Pemkot,227,60,485
2071054,RS Ibu dan  Anak Griya Medika Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,29,18,40
2003011,RS Umum Daerah Natuna,Kepulauan Riau,Natuna,Rumah Sakit Umum,C,BLUD,Pemkab,140,41,360
2004136,RS Umum Daerah Encik Mariyam,Kepulauan Riau,Lingga,Rumah Sakit Umum,D,BLUD,Pemkab,58,11,155
2101003,RS Umum Daerah Tanjung Batu Kundur,Kepulauan Riau,Karimun,Rumah Sakit Umum,D PRATAMA,BLUD,Pemkab,25,21,31
2071053,RS Umum Santa Elisabeth Batam Kota,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,125,35,200
2071012,RS Umum Budi Kemuliaan Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Sosial,200,100,556
2171077,RS Jasmine,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,16,18
2072023,Rumkital dr. Midiyato Suratani,Kepulauan Riau,Kota Tanjung Pinang,Rumah Sakit Umum,B,Non BLU/BLUD,TNI AL,209,77,414
2002002,RS Umum Daerah  Kabupaten Bintan,Kepulauan Riau,Bintan,Rumah Sakit Umum,C,BLUD,Pemkab,139,31,159
2071034,RS Badan Pengusahaan Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,B,Non BLU/BLUD,Kementerian Lain,219,101,417
2071057,RS Ibu dan Anak Frisdhy Angel,Kepulauan Riau,Kota Batam,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,36,19,61
2003056,RSAU dr. Yuniati Wisma Karyani,Kepulauan Riau,Natuna,Rumah Sakit Umum,D,Non BLU/BLUD,TNI AU,53,15,26
2171083,RS Mutiara Aini,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,125,35,
2071103,RS Umum Awal Bros Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,B,Non BLU/BLUD,Perusahaan,257,112,617
2071015,RS Umum Santa Elisabeth Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Katholik,107,62,283
2171065,RS Hj. Bunda Halimah Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,229,22,53
2002010,RS Jiwa dan Ketergantungan Obat Engku Haji Daud,Kepulauan Riau,Bintan,Rumah Sakit Khusus Jiwa,B,BLUD,Pemprop,119,46,168
2105005,RS Umum Daerah Tarempa,Kepulauan Riau,Kepulauan Anambas,Rumah Sakit Umum,D,Non BLU/BLUD,Pemkab,65,18,68
2003125,RS Umum Daerah Palmatak,Kepulauan Riau,Kepulauan Anambas,Rumah Sakit Umum,D,BLUD,Pemkab,50,21,122
2071037,RS Umum Charis Medika,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,127,20,83
2171078,RS Awal Bros Botania,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,118,39,
2072012,RS Umum Daerah Kota Tanjung Pinang,Kepulauan Riau,Kota Tanjung Pinang,Rumah Sakit Umum,C,BLUD,Pemkot,134,42,457
2171061,RS Bhayangkara Batam Polda Kepri,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,D,BLU,POLRI,82,22,53
2071023,RS Umum Harapan Bunda Batam,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,122,63,370
2072002,RS Umum Daerah Raja Ahmad Tabib,Kepulauan Riau,Kota Tanjung Pinang,Rumah Sakit Umum,B,BLUD,Pemprop,232,95,828
2005002,RS Umum Daerah Bergerak Jemaja,Kepulauan Riau,Kepulauan Anambas,Rumah Sakit Umum,D,BLUD,Pemkab,18,14,85
2171064,RS Santa Elisabeth Sei Lekop,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,D,Non BLU/BLUD,Perusahaan,52,24,86
2004012,RS Umum Daerah Dabo Kabupaten Lingga,Kepulauan Riau,Lingga,Rumah Sakit Umum,C,BLUD,Pemkab,100,23,108
2001045,RS Umum Bhakti Timah,Kepulauan Riau,Karimun,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,100,47,316
2071050,RS Umum Graha Hermine,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,168,40,396
2071059,RS Umum Soedarsono Darmosoewito,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,111,24,182
2071056,RS Umum Camatha Sahidya,Kepulauan Riau,Kota Batam,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,121,40,194
2001013,RS Umum Daerah Muhammad Sani Kabupaten Karimun,Kepulauan Riau,Karimun,Rumah Sakit Umum,C,BLUD,Pemkab,210,70,543
3173084,RS Tk. II M. Ridwan Meuraksa,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,BLU,TNI AD,251,34,435
3172765,RS Ibu dan Anak AL-Fauzan,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,41,23,13
3171574,RS Umum Prikasih,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,111,72,221
3173671,RS Gigi dan Mulut FKG Univ. Indonesia,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus Gigi dan Mulut,A,Non BLU/BLUD,Kementerian Lain,15,22,600
3171768,RS Umum Murni Teguh Sudirman Jakarta,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,114,79,205
3174508,RS Pondok Indah Puri Indah ,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,102,247
3172516,RS Umum Kartika Pulo Mas,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,140,53,272
3172750,RS Ibu dan Anak Resti Mulya,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,75,18,56
3175407,RS Umum Gading Pluit,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,194,109,428
3172761,RS Umum Daerah Kramat Jati,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,BLUD,Pemprop,86,21,194
3174525,RS Umum Daerah Taman Sari,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,D,BLUD,Pemprop,54,23,268
3174510,RS Umum Anggrek Mas,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,50,33,126
3173543,RS Umum Abdi Waluyo,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Sosial,109,75,58
3171798,RS Umum Ali Sibroh Malisi,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Perorangan,103,34,98
3171724,RS Khusus Ibu dan Anak Brawijaya,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Ibu dan Anak,B,Non BLU/BLUD,SWASTA/LAINNYA,75,44,282
3174351,RS Umum Siloam Hospitals Kebon Jeruk,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,183,99,957
3173696,RS Umum Bunda Jakarta,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,101,65,180
3175416,RS Umum Daerah  Tanjung Priok,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,D,BLUD,Pemprop,57,22,95
3171802,RS Khusus Bedah Halimun,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Bedah,C,Non BLU/BLUD,Perusahaan,28,21,43
3172094,RS Umum Universitas Kristen Indonesia,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Protestan,201,128,433
3171789,RS Umum Siloam TB Simatupang,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,B,Non BLU/BLUD,Perusahaan,206,114,452
3175330,RS Umum Royal Progress,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Sosial,200,121,553
3173697,RSGM LADOKGI R.E MARTADINATA,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus Gigi dan Mulut,B,Non BLU/BLUD,TNI AL,12,20,43
3172762,RS Umum Daerah Ciracas,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,D,Non BLU/BLUD,Pemprop,54,23,264
3173014,RSUPN Dr. Cipto Mangunkusumo,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,A,BLU,Kemkes ,1542,81,6325
3174052,RS Umum Grha Kedoya,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,B,Non BLU/BLUD,Perusahaan,224,123,801
3171511,RS Bedah Siloam Asri,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Bedah,B,Non BLU/BLUD,Perusahaan,79,56,324
3175411,RS Umum Duta Indah,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,107,34,244
3173116,RS Umum YPK Mandiri,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,D,Non BLU/BLUD,Organisasi Sosial,51,40,212
3171782,RS Umum Andhika,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,114,32,132
3171632,RS Umum Agung,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,113,34,33
3174015,RS Umum Sumber Waras,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Sosial,206,118,627
3172013,RSUP Persahabatan,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,A,BLU,Kemkes ,514,131,2216
3173704,RS Khusus THT SS Medika,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus THT-KL,C,Non BLU/BLUD,SWASTA/LAINNYA,19,23,25
3175031,RS Umum Akademik Atma Jaya,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Katholik,202,48,259
3172531,RS Umum Harapan Jayakarta,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,100,21,221
3171450,RS Umum Setia Mitra,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,105,75,260
3171072,RS Umum Dr. Suyoto Kemhan,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,A,BLU,Kementerian Lain,267,69,867
3175413,RS Umum Daerah  Pademangan,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,D,BLUD,Pemprop,50,42,137
3173723,RS Siloam Agora,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,100,84,
3173612,RS Khusus THT Prof Nizar,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus THT-KL,C,Non BLU/BLUD,SWASTA/LAINNYA,15,13,44
3173698,RS Umum Daerah Sawah Besar,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,D,BLUD,Pemprop,60,26,210
3171746,RS Umum Aulia,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,101,24,122
3172748,RS Umum Alia Hospital,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,100,40,326
3174420,RS Umum Eka Permata Hijau,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,102,101,212
3172206,RS Umum Premier Jatinegara,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,214,81,860
3175352,RS Umum Pantai Indah Kapuk,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,98,1158
3171786,RS Umum Mayapada,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,B,Non BLU/BLUD,Perusahaan,260,41,959
3175414,RS Umum Daerah Cilincing,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,BLUD,Pemprop,102,51,233
3173036,RS Umum AL Dr. Mintoharjo,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,BLU,TNI AL,217,91,705
3173441,RS Umum Primaya Evasari Hospital,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,102,76,518
3171056,RS Khusus Kanker MRCCC Siloam Semanggi,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Kanker,A,Non BLU/BLUD,Perusahaan,186,89,260
3171665,RS Umum Medistra,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,215,113,437
3175408,RS Umum Firdaus,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,137,35,176
3174515,RS Khusus Mata Jakarta Eye Center Kedoya,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Khusus Mata,A,Non BLU/BLUD,Perusahaan,25,31,242
3174030,RS Umum Bhakti Mulia,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,206,34,200
3172035,RS Umum Pengayoman Cipinang,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,D,Non BLU/BLUD,Kementerian Lain,154,26,144
3175064,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Khusus Infeksi,A,BLU,Kemkes ,146,37,743
3171785,RS Umum Bhayangkara Lemdiklat Polri,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,BLU,POLRI,4,55,248
3171792,RS Umum Daerah Jagakarsa,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,D,BLUD,Pemprop,50,47,87
3171804,RS Khusus Mata Nusantara,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Mata,C,Non BLU/BLUD,SWASTA/LAINNYA,25,27,92
3172590,RS Umum Yadika,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,100,31,177
3171801,RS Umum Daerah Kebayoran Baru,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,D,BLUD,Pemprop,58,16,215
3175418,RS Umum Tzu Chi Hospital,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Budha,136,36,1
3171023,RS Umum Pusat Pertamina,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,B,Non BLU/BLUD,BUMN,228,65,962
3172759,RS Umum Restu Kasih,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,119,41,626
3171504,RS Umum Pondok Indah,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,230,138,960
3173634,RS Khusus Bedah Bina Estetika,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus Bedah,C,Non BLU/BLUD,Organisasi Sosial,25,16,27
3174542,RS Umum dr Abdul Radjak Cengkareng,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,59,69,
3174453,RS Umum Cinta Kasih Tzu Chi,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,145,36,213
3172758,RS Khusus Bedah Columbia Asia Pulomas,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Bedah,A,Non BLU/BLUD,Perusahaan,154,79,300
3172301,RS Khusus Bedah Rawamangun,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Bedah,C,Non BLU/BLUD,Organisasi Sosial,35,21,81
3171784,RS Yadika Kebayoran Lama,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,101,27,138
3175374,RS Umum Puri Medika,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,104,69,142
3173051,RS Umum Sint Carolus,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Katholik,250,119,304
3173506,RS Umum dr. Abdul Radjak Salemba,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Sosial,204,189,198
3171691,RS Gigi dan Mulut Univ. Prof. Moestopo,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Gigi dan Mulut,B,Non BLU/BLUD,Organisasi Sosial,3,20,75
3174063,RS Kanker Dharmais,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Khusus Kanker,A,BLU,Kemkes ,350,96,1268
3171790,RS Umum Daerah Tebet,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,BLUD,Pemprop,100,26,262
3172061,RS Angkatan Udara dr. Esnawan Antariksa,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,BLU,TNI AU,203,122,725
3172137,RS Ibu dan Anak Sayyidah,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,40,26,49
3174522,RS Umum Ciputra Hospital Citragarden City,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,200,94,245
3172769,RS Umum  Dr. EUIS,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,95,25,31
3175304,RS Umum Hermina Podomoro,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,104,114,241
3172724,RS Umum Haji Jakarta,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,BLU,Perusahaan,230,82,810
3171045,RS Umum Jakarta,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,Organisasi Sosial,132,97,520
3171783,RS Ibu dan Anak Kemang Medical Care,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Ibu dan Anak,B,Non BLU/BLUD,Perusahaan,72,42,445
3174519,RS Umum Mitra Keluarga Kalideres,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,92,75,465
3173699,RS Umum Daerah Kemayoran,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,D,BLUD,Pemprop,50,26,153
3173656,RS Umum Mitra Kemayoran,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,Non BLU/BLUD,SWASTA/LAINNYA,139,74,723
3174509,RS Ibu dan Anak St. Yusuf,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Organisasi Katholik,41,14,129
3174497,RS Ibu dan Anak Metro Hospitals Kebon Jeruk,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,SWASTA/LAINNYA,34,19,36
3174531,RS Ukrida,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Umum,C,Non BLU/BLUD,Perusahaan,108,32,
3172505,RS Islam Jakarta Pondok Kopi,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Islam ,202,115,446
3171806,Mayapada Hospital Kuningan,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,103,128,312
3171912,RS Jantung dan Pembuluh Darah Heartology,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Jantung,C,Non BLU/BLUD,SWASTA/LAINNYA,31,33,
3175396,RS Umum Port Medical Center,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,D,Non BLU/BLUD,SWASTA/LAINNYA,54,30,153
3173073,RS Islam Jakarta Cempaka Putih,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Umum,B,Non BLU/BLUD,Organisasi Islam ,367,114,1054
3171413,RS Ibu dan Anak JWCC Asih,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,37,31,42
3172756,RS Ibu dan Anak SamMarie Basra,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,20,27,56
3173532,RS Khusus THT Bedah KL Proklamasi,DKI Jakarta,Kota Jakarta Pusat,Rumah Sakit Khusus THT-KL,B,Non BLU/BLUD,SWASTA/LAINNYA,25,30,181
3175075,RS Umum Mulyasari,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,116,52,142
3172766,RS Umum Olahraga Nasional,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,D,Non BLU/BLUD,Kementerian Lain,50,26,130
3171713,RS Umum Kartini,DKI Jakarta,Kota Jakarta Selatan,Rumah Sakit Umum,C,Non BLU/BLUD,SWASTA/LAINNYA,111,23,243
3175409,RS Khusus Ibu dan Anak Eka Grand Family,DKI Jakarta,Kota Jakarta Utara,Rumah Sakit Khusus Ibu dan Anak,C,Non BLU/BLUD,Perusahaan,66,21,179
3174282,RS Jantung dan Pembuluh Darah Harapan Kita,DKI Jakarta,Kota Jakarta Barat,Rumah Sakit Khusus Jantung,A,BLU,Kemkes ,403,52,2458
3172083,RS Tk. IV Cijantung,DKI Jakarta,Kota Jakarta Timur,Rumah Sakit Umum,C,Non BLU/BLUD,TNI AD,100,27,88
